coreid	type	description	rights	references	source	language	license	identifier
wfo-0001029091	distribution	Southeastern Australia in eastern Victoria and south eastern New South Wales, in coastal ranges and table lands. Often in disturbed sites in wetter regions, forests tracks, rocky outcrops, creek and river gorges and on roadsides in eucalypt woodlands.		http://solanaceaesource.org/content/solanum-linearifolium		eng	http://creativecommons.org/licenses/by/3.0/	a57a6a71-94d0-4756-8a25-afc28c385007#distribution
wfo-0001029091	general	An erect, soft-wooded shrub, 1-2 (-4) m tall, lasting several years, becoming woody towards base, straggly with age, not clonal, sparsely and minutely pubescent, simple and glandular hairs on leaves, growing points, calyx and corolla tips, general aspect green.Sympodial units plurifoliate.Lower and juvenile leaves to 15-40 x 10-20 cm, broadly elliptic to ovate, 3-11-lobed, sinuses rounded and deeply cut to 0.5-1 cm of mid-vein; lobes 2-12 x 0.5-1 cm, linear-lanceolate or long-triangular, leaf and lobe apex acute to acuminate; later and simple leaves (3-) 5-7 (-15) x (0.3-) 0.5-0.8 (-1) cm, narrowly elliptic to linear, mid-vein raised above and below, laterals obscure, apex acuminate to subulate, base long cuneate, scarcely separate from narrowly winged petiole; all leaves shortly petiolate, raised lines on stem downwards from base of petiole.Inflorescence a cyme of few to 10 flowers, from stem fork or leaf axil, occasionally forked at base with a pedicellate flower in fork, usually lacking common peduncle; floral rachis to 10 cm; pedicels (1.5-) 2-3 (3-4) cm long, relatively slender, articulation may be a few mm above base. Buds flattened globose to ellipsoid, soon exerted from the calyx tube.Flowers with the calyx 2-3 mm long, campanulate, the lobes bluntly triangular, the apex to 1 mm, blunt; corolla (2.5-) 4 (-4.5) cm diam., broadly stellate-rotate to pentagonal, interacuminal tissues well developed, usually exceeding the lobe apex by few to 5 mm, the lobes then emarginated and the corolla appearing shortly 10-toothed, shallowly campanulate, an intense violet-purple when fresh, close to RHS Violet 46/1 and Mineral Violet 635/1; filaments 2-3 mm long; anthers ca. 3 mm, oblong, poricidal at the tips, the pores lengthening to slits; style 7-8 mm long, slender, slightly sigmoid, lavender; stigma capitate, lavender.Fruit a berry, 1.5-2 cm diam., globular to slightly ovoid, ochre-yellow flushed or speckled with reddish-purple in the upper half giving a brownish effect, no dark colour develops under calyx, the berry readily shed without calyx when ripe, soft, succulent and aromatic; fruiting pedicels to 3 cm long, swollen towards apex, articulated 1-10 mm above base.Seeds 170-210, 2-2.5 mm long, broadly obovate to irregularly discoidal, pale buff to light grey, the surfaces minutely ridged with reticulate-concentric pattern overlain with larger, irregular, transverse ridges; stone cells 20-30, 2-3 (-4) mm, conspicuous.		http://solanaceaesource.org/content/solanum-linearifolium		eng	http://creativecommons.org/licenses/by/3.0/	a57a6a71-94d0-4756-8a25-afc28c385007#general
wfo-0001029101	distribution	Native to Africa and found in South Africa and in northern Africa around the Mediterrean; naturalised in disturbed, often coastal, habitats worldwide; sand dunes, grass, forest margins, river banks, and roadsides at 0-1200 m elevation. Solanum linnaeanum is one of Australia’s first recorded introduced weeds. It was found by Robert Brown around Port Jackson in 1802. The first Queensland naturalisation (around Brisbane) was recorded by Bailey (1881). In Queensland, it is naturalised in areas south from Gunalda, within about 50 km of the coast, and then on the Eungella plateau west of Mackay. It is also naturalised in New South Wales and occurs in all Australian states except Northern Territory and Tasmania. Australian S. linnaeanum grows on degraded sites, including pasture and roadsides.		http://solanaceaesource.org/content/solanum-linnaeanum		eng	http://creativecommons.org/licenses/by/3.0/	2495d24d-766b-4a2e-a7ea-01e4eb4406a2#distribution
wfo-0001029101	general	Erect shrub, 0.4-1.5 m, prickly. Young stems terete, glabrous to moderately stellate-pubescent and prickly, with porrect, sessile or variously stalked trichomes, the stalks to 0.2 mm long, the rays 5-8(-15), 0.1-0.4 mm long, the midpoints 0.1-0.5 mm long, the prickles 3-7 mm long, (0.7-)1.5-2 mm wide at base, straight, narrow-deltate, flattened, pale yellow-orange, glabrous, spaced 3-10 mm apart; bark of older stems glabrescent, pale orange-brown or darker green-brown. Sympodial units plurifoliate.Leaves simple, the blades (5-)7-13 cm long, (3-)5-9 cm wide, 1.5-2 times longer than wide, elliptic, sometimes ovate or obovate, chartaceous, drying concolorous to discolorous, yellow-green to brown-green; adaxial surface glabrescent, the trichomes with midpoints to 1.7 mm long; abaxial surface sparsely stellate-pubescent to glabrescent, with porrect, sometimes multangulate, sessile trichomes, the rays 5-8(-15), 0.1-0.7 mm long, the midpoints 0.1-1 mm long, with 5-20 prickles on both surfaces; the primary veins 3-4 pairs, the tertiary venation visible on both surfaces; base cuneate or obtuse; margins lobed, the lobes (2-)3-4 on each side, 0.8-3.5 cm long, extending 2/3-3/4 of the distance to the midvein, oblong to obovate or suborbicular, the secondary lobes always present and often well-developed, apically rounded; apex obtuse to rounded; petiole 1-3 cm long, 1/5-1/4 of the leaf blade length, sparsely stellate-pubescent, with 2-6 prickles. Inflorescences apparently lateral, 2.5-6 cm long, rarely branched, with 4-12 flowers, 1-4 flowers open at any one time, sparsely stellate-pubescent, with 0-8 prickles; peduncle 0-2 mm long; pedicels 1.3-2 cm long in long-styled flowers, 0.5-1 cm long in short-styled flowers, erect, articulated at the base, sparsely stellate-pubescent like the young stem, with 10-20 prickles on long-styled flowers, 0-5 prickles on short-styled flowers; pedicel scars spaced 1-8 mm apart. Flowers 5-merous, heterostylous and the plants andromonoecious, with the lowermost flower long-styled and hermaphrodite, the distal flowers short-styled and staminate. Calyx 10-14 mm long in long-styled flowers, 5.5-8 mm long in short-styled flowers, moderately stellate-pubescent, with 30-100 prickles in long-styled flowers and 0-20 prickles in short-styled flowers, the lobes 5-6 mm long in long-styled flowers, 3-4 mm long in short-styled flowers, deltate to ovate, apically acute to rounded. Corolla ca. 3 cm in diameter in long-styled flowers, 1.5-2.5 cm in diameter in short-styled flowers, mauve, stellate, lobed for ca. 2/3 of the way to the base, the lobes 10-14 mm long, 6-8 mm wide in long-styled flowers, 4-12 mm long and 4-7 mm wide in short-styled flowers, broad-deltate, spreading, sparsely stellate-pubescent abaxially, the trichomes porrect, sessile or stalked, the stalks to 0.1 mm, the rays 5-8, 0.1-0.4 mm long, the midpoints reduced or to 1 mm long. Stamens equal, with the filament tube ca. 0.5 mm long, the free portion of the filaments 1-1.5 mm long; anthers 5-7 mm long, connivent, tapering, poricidal at the tips. Ovary glabrous to stellate-pubescent at the apex; style ca. 1.5 cm long in long-styled flowers, thick, almost straight, moderately stellate-pubescent for most of its length. Fruit a spherical berry, 1(-3) per infructescence, 2.8-3.3 cm in diameter, the pericarp smooth, dark green with pale green and cream markings when young, yellow at maturity, glabrous; fruiting pedicels 1.3-2.6 cm long, 1.4-2.2 mm in diameter at base, woody, pendulous, with 2-20 prickles; fruiting calyx lobes elongating to 8-15 mm long, ca. 1/4 the length of the mature fruit, reflexed, with 0-100 prickles. Seeds ca. 100-200 per berry, 2.5-3.5 mm long, 1.8-3 mm wide, flattened-reniform, dull yellow to orange-brown, the surface smooth, dull, with raised outlines of cells or small pits.		http://solanaceaesource.org/content/solanum-linnaeanum		eng	http://creativecommons.org/licenses/by/3.0/	2495d24d-766b-4a2e-a7ea-01e4eb4406a2#general
wfo-0001029101	use	Local Names. South Africa: Sodom apple (English), this is also the common name through the Mediterranean. Uses. Medicinal (van der Most et al. 2006).		http://solanaceaesource.org/content/solanum-linnaeanum		eng	http://creativecommons.org/licenses/by/3.0/	2495d24d-766b-4a2e-a7ea-01e4eb4406a2#use
wfo-0001029106	distribution	Endemic to southern and southeastern Mozambique, occurring on dunes and littoral vegetation, forest edges, sandy soil and bushland at sea level.		http://solanaceaesource.org/content/solanum-litoraneum		eng	http://creativecommons.org/licenses/by/3.0/	2081934f-0a14-4491-acfd-d2c6630da25b#distribution
wfo-0001029106	general	Scandent shrub, 0.2-1 m, prickly. Young stems terete, densely to sparsely stellate-pubescent and prickly, with porrect, sessile or variously stalked trichomes, the stalks to 0.1 mm long, the rays 4-8, 0.2-0.4 mm long, the midpoints ca. 0.1 mm long, the prickles 1-5 mm long, 0.5-2.5 mm wide at base, gently curved to straight and reflexed, flattened, pale yellow-orange or orange-brown, glabrous, spaced 3-25 mm apart; bark of older stems glabrescent, light orange-brown. Sympodial units appearing plurifoliate.Leaves simple, the blades 2-5.5 cm long, 1.5-3.5 cm wide, 1.5-1.8 times longer than wide, ovate to elliptic, sometimes orbicular, membranous, drying concolorous to weakly discolorous, yellowish-green, glabrescent to sparsely stellate-pubescent on both surfaces, with porrect, sessile trichomes, the rays 6-8, 0.2-0.4 mm long, the midpoints ca. same size as the rays or shorter, with 0-5 prickles on both surfaces; the primary veins 2-4 pairs, the tertiary venation not visible to the naked eye; base obtuse to cuneate; margins subentire to lobed, the lobes 1-2 on each side, 0-0.3 cm long, extending to 1/4 of the distance to the midvein, shallow, apically rounded; apex rounded; petiole 2-8 cm long, 1/5-1/4 of the leaf blade length, sparsely stellate-pubescent, with 0-2 prickles.Inflorescences apparently lateral, ca. 3 cm long, not branched or branched once, with 5-14 flowers, ca. 3 flowers open at any one time, densely to sparsely stellate-pubescent, with 0-5 prickles; peduncle ca. 8 mm long; pedicels 0.25-0.7 cm long, erect, articulated at the base, weakly stellate-pubescent to glabrous, with 0-6 prickles; pedicel scars spaced 2-6 mm apart. Flowers 5-merous, apparently all perfect. Calyx 3-4 mm long, sparsely stellate-pubescent, with 0-10 prickles, the lobes 1.5-2 mm long, deltate, apically acute to acuminate. Corolla ca. 1.5 cm in diameter, white to mauve, stellate, lobed for ca. 2/3 of the way to the base, the lobes 4-6 mm long, 2-3.5 mm wide, ovate to deltate, spreading, densely stellate-pubescent abaxially, the trichomes porrect, sessile, the rays 5-8, 0.2-0.4 mm long, the midpoints same length as the rays or to 0.5 mm long. Stamens equal, with the filament tube ca. 0.5 mm long, the free portion of the filaments 0.5-1 mm long; anthers 3-4 mm long, spreading, tapering, poricidal at the tips. Ovary glabrous; style 0.5-0.9 cm long, slender, curved, weakly stellate-pubescent in the lower 2/3.. Fruit a spherical berry, 4-6 per infructescence, 0.9-1.2 cm in diameter, the pericarp smooth, orange to red at maturity, glabrous; fruiting pedicels 1-1.6 cm long, 0.5-0.8 mm in diameter at base, woody, pendulous, with 0(-6) prickles; fruiting calyx lobes elongating to 4-6 mm long, ca. 1/3 the length of the mature fruit, with 0-10 prickles. Seeds ca. 10-20 per berry, 3-3.5 mm long, 2.2-3 mm wide, flattened-reniform, pale yellow-orange, the surface smooth, shiny, with raised outlines of cells or small pits.		http://solanaceaesource.org/content/solanum-litoraneum		eng	http://creativecommons.org/licenses/by/3.0/	2081934f-0a14-4491-acfd-d2c6630da25b#general
wfo-0001029112	distribution	Solanum lobbianum is of uncertain distribution; collections similar to the type have been found in central Colombia in the Department of Caldas, at 3000 m in elevation. Even though the Lobb collection label states ‘Colombia,’ the exact location of the type specimen is uncertain (see Commentary, below).		http://solanaceaesource.org/content/solanum-lobbianum		eng	http://creativecommons.org/licenses/by/3.0/	a79dc2d2-b8c7-4d76-bbd6-bed897da3af2#distribution
wfo-0001029112	general	Herbs up to 20 cm tall, semierect. Stems 3-7 mm in diameter at base of plant, green mottled with purple, with narrow wings to 0.5 mm wide, densely pubescent; tubers typically moniliform (multiple tubers arranged along the stolon like beads on a necklace).Sympodial units tri- to plurifoliate, not geminate.Leaves odd-pinnate, the blades 9.5-13 x 6.5-5.5 cm, chartaceous, densely pubescent adaxially and abaxially; lateral leaflet pairs 3-5, subequal or leaflets decreasing in size gradually toward the leaf base, with the terminal leaflet equal to or slightly larger than the laterals; most distal lateral leaflets 2.7-3.5 x 1.5-1.8 cm, ovate to elliptic-lanceolate, the apex slightly acuminate, the base with petiolules 1-4 mm, symmetrical; terminal leaflet 2.7-4.2 x 1.5-2 cm, ovate to elliptic-lanceolate, the apex slightly acuminate, the base obtuse, with secondary leaflets on the petiolule present; interjected leaflets 3-6; petioles 2-3.5 cm, densely pubescent. Pseudostipules minute to 5 mm long, pubescent with hairs like those of the stem.Inflorescences 2.5-4.5 cm, terminal with a subtending axillary bud, generally in distal half of the plant, usually forked, with 10-17 flowers, with all flowers apparently perfect, the axes densely pubescent; peduncle 2.7-5.7 cm long; pedicels 10-21 mm long in flower and fruit, spaced 1-10 mm apart, articulated in the middle to distal third.Flowers homostylous, 5-merous. Calyx ca. 4 mm long, the tube 1-2 mm, the lobes 5-8 mm, acuminate, the acumens 1-3 mm long, densely pubescent. Corolla 2.6-3 cm in diameter, rotate, pale violet, the rays light green, the tube 1-2 mm long, the acumens 3-4 mm long, the corolla edges flat, not folded dorsally, glabrous adaxially and abaxially, ciliate at the margins, especially at the tips of the corollas. Stamens with the filaments 1-2 mm long; anthers 3.5-4.5 mm long, lanceolate, connivent, yellow, poricidal at the tips, the pores lengthening to slits with age. Ovary glabrous; style 3.5-7 mm x ca. 1 mm long, exceeding stamens by 0-2 mm; stigma capitate.Fruit a conical berry, 1.4-2.5 cm long, 0.9-1.7 cm wide, light green when ripe, glabrous.Seeds from living specimens ovoid and ca. 2 mm long, whitish to greenish in fresh condition and drying brownish, with a thick covering of “hair-like” lateral walls of the testal cells that make the seeds mucilaginous when wet, green-white throughout; testal cells honeycomb-shaped when lateral walls removed by enzyme digestion.		http://solanaceaesource.org/content/solanum-lobbianum		eng	http://creativecommons.org/licenses/by/3.0/	a79dc2d2-b8c7-4d76-bbd6-bed897da3af2#general
wfo-0001029120	distribution	Found only on the western slopes of the Cordillera Occidental in southern Colombia from 2000 to 2500 m. Both type collections seem to have been from the slopes of Cerro Munchique, the highest peak in the Cordillera Occidental.		http://solanaceaesource.org/content/solanum-longevirgatum		eng	http://creativecommons.org/licenses/by/3.0/	50a822e7-920a-4026-8a3f-e9135953ef09#distribution
wfo-0001029120	general	Slender, often unbranched shrubs ca. 2 m tall; young stems and leaves drying black, the stems hirsute with uniseriate golden trichomes 0.1-0.5 mm long, young leaves pubescent on the veins beneath; bark of older stems dark greenish-brown, with large white speckles, sparsely pubescent with uniseriate trichomes.Sympodial units unifoliate, occasionally on very young reproductive stems minor leaves present and the sympodial units difoliate and geminate.Leaves ovate to narrowly ovate, pale yellow-green (fide Lehmann 8511), widest just proximal to the middle, with 5-8 pairs of main lateral veins, these raised above, the midrib yellow, all venation prominently raised and pale yellow beneath, occasionally pubescent on the veins with uniseriate trichomes like those of the young stems and leaves, 6.5-16.5 x 2.6-7 cm, the apex acuminate, the base acute, slightly decurrent on the petiole; cells of the upper epidermis in dry specimens very large, ca. 0.05 mm in diam., bullate; leaf margins erose, especially on the larger leaves; petioles 0.7-1 cm long.Inflorescences opposite the leaves or internodal, simple, 1.1-1.5 cm long, 5-10-flowered, densely hirsute with the same uniseriate golden trichomes as on the young stems; pedicel scars evenly spaced ca. 1 mm apart, beginning ca. 1/2 way up the inflorescence. Buds globose, the calyx lobes acuminate in bud, fleshy, with uniseriate trichomes like those of the peduncle. Pedicels at anthesis deflexed, 6-8 mm long, tapering from a basal diam. of ca. 0.5 mm to an abrupt widening at the base of the calyx tube.Flowers with the calyx tube 1-1.5 mm long, slightly urceolate, sparsely pubescent with the same golden uniseriate trichomes as those of the peduncle, the lobes long-triangular, 2.5-3.5 mm long, fleshy in bud, later more petaloid, sparsely pubescent with the same trichomes as the rest of the infloresence, papillose on the tips; corolla white, 1.1-2 cm in diam., lobed nearly to the base, the lobes narrow, lanceolate, with a few scattered uniseriate trichomes on the outer surface, minutely papillose on the tips and margins; anthers 3-3.5 mm long, 1-1.5 mm wide at the widest point, the terminal portion ca. 0.5 mm, paler, thickened and slightly narrower, ca. 0.75 mm wide, poricidal at the tips, the pores tear-drop shaped; free portion of the filaments 0.1-0.5 mm long, the filament tube 0.5-1.5 mm long; ovary glabrous; style straight, ca. 4 mm long; stigma decurrent on the style, minutely white-papillose.Fruit not known.Seeds not known.		http://solanaceaesource.org/content/solanum-longevirgatum		eng	http://creativecommons.org/licenses/by/3.0/	50a822e7-920a-4026-8a3f-e9135953ef09#general
wfo-0001029121	distribution	Central Costa Rica to western Panama, (1050-) 1400-3300 m; in wet habitats, in organic soils, in full sun or partial shade, in openings of cloud forests, often among oaks or pines, marshy grasslands, including disturbed habitats such as landslides, streamsides, road cuts, moist garbage heaps, recently plowed soil in forest clearings, recently burned forests, roadside ditches, forest edges, or on rotting tree stumps. When growing in primary forests, it occurs near sunny openings such as paths or streams or tree falls.		http://solanaceaesource.org/content/solanum-longiconicum		eng	http://creativecommons.org/licenses/by/3.0/	be1747d8-9f89-4f4a-8338-3f168d330232#distribution
wfo-0001029121	general	Herbaceous tuber-bearing perennials 0.2-2 m tall. Stems 2-13 mm in diameter at base of plant.Sympodial units typically 3-6-foliate.Pseudostipules to 2-10 mm long, lunate. Leaves odd-pinnate, 9-33 cm long, 5-20 cm wide, glabrous or with only scattered 2-3-celled short hairs adaxially and abaxially; petioles 1-5 cm long; lateral leaflet pairs (2-) 3-5 (-6), subequal or the size of the lateral leaflets diminishing gradually towards the base of the leaf; most distal lateral leaflets 3.6-9 cm long, 1.2-3.3 cm wide, narrowly ovate to elliptical, apex acuminate, base oblique, rounded to cuneate, sessile or with petiolules up to 10 mm long; terminal leaflet 4.5-10.0 cm long, 1.2-2.5 cm wide, ovate to elliptical, apex acute to acuminate, base attenuate; interjected commonly 0 to rarely 6.Inflorescence a dichasially branched, ebracteate, monochasial or dichasial cyme, 2-3 forked, generally in the distal half of the plant, with 8-16 flowers, all flowers perfect, peduncle 3.8-11 cm long; pedicels 15-30 mm long, articulate between the proximal ¼ and the distal ¼.Flowers with the calyx 4-10 mm long, lobes acute to short-attenuate, acumens 1-4 mm long. Corollas 2-3 cm in diameter, rotate, acumens 0-2 mm, edges of corolla flat, not folded dorsally, blue to purple adaxially and abaxially. Anthers 4-5.5 mm long, connate, yellow, apically poricidally dehiscent and often maturing to a short introrse apical slit, filaments 1-4 mm long. Ovary with style 5-8 mm long, exceeding stamens by 2-3 mm, straight, with stigma globose.Fruits 1.1-3.9 cm long, conical, obtuse to acute at tip, medium green to deep green throughout.Seeds from living specimens green-white throughout, ovoid, ca. 2 mm long, with a thick covering of “hair-like” lateral walls of the testal cells that make the seeds mucilaginous when wet. Removal of these hair-like lateral walls by enzyme digestion reveals a honeycomb pattern at their base.		http://solanaceaesource.org/content/solanum-longiconicum		eng	http://creativecommons.org/licenses/by/3.0/	be1747d8-9f89-4f4a-8338-3f168d330232#general
wfo-0001029121	genetics	Chloroplast DNA restriction site data available in: Spooner and Sytsma (1992), Castillo (1995) and Fajardo & Spooner (2011).		http://solanaceaesource.org/content/solanum-longiconicum		eng	http://creativecommons.org/licenses/by/3.0/	be1747d8-9f89-4f4a-8338-3f168d330232#genetics
wfo-0001029125	conservation	The preliminary conservation status (IUCN 2010) of S. longifilamentum is here considered of least concern (LC) based on the relatively large extent of the species occurrence (EOO, c. 781,800 km2), although the actual area of occupancy (AOO) is small (228 km2) and would merit status as endangered (EN). Many recent collections exist, indicating that populations are not in decline, and as are most members of the Morelloid clade, S. longifilamentum is a weedy plant of disturbed areas.		http://solanaceaesource.org/content/solanum-longifilamentum		eng	http://creativecommons.org/licenses/by/3.0/	0e1f080d-6cd1-48cb-8956-9a34224b6ba1#conservation
wfo-0001029125	distribution	Ecuador, Peru, and Bolivia on the eastern slopes of the Andes growing in mid-elevation montane forests in moist areas, along roadsides, often amongst mosses and small herbs, associated with Ericaceae and Asteraceae shrubs and herbs, Lauraceae, Alnus acuminata Kunth, Cecropia (Urticaceae), Clusia (Clusiaceae), Fuchsia (Onagraceae), Hedyosmum (Chloranthaceae), Weinmannia (Cunoniaceae), Miconia (Melastomataceae), and tree ferns; between (800-) 1,000–2,800 (-3,500) m elevation.		http://solanaceaesource.org/content/solanum-longifilamentum		eng	http://creativecommons.org/licenses/by/3.0/	0e1f080d-6cd1-48cb-8956-9a34224b6ba1#distribution
wfo-0001029125	general	Delicate herb to small subshrub, woody at base, 20–100 cm tall, single stemmed or occasionally branching at the base. Stems 2–4 mm in diameter at the base, terete to ridged, often purple-tinged, sparsely pubescent with appressed 1–2-celled simple uniseriate trichomes ca. 0.2 mm long. Sympodial units difoliate, not geminate. Leaves simple, 2.5–12.0 cm long, 1.0–4.0 cm wide, ovate-lanceolate; adaxial surface glabrous; abaxial surface with appressed 1–2-celled simple uniseriate trichomes like those of the stem along the veins; primary veins 4–8 pairs; base cuneate to attenuate, slightly unequal and oblique; margins entire; apex acuminate; petiole 0.5–1.0 cm long, sparsely pubescent with simple uniseriate trichomes like those of the stems and leaves, especially on young growth.Inflorescences lateral and internodal, 1.5–3.0 cm long, simple, with 3–5(6) flowers often all apparently arising from the same place, sparsely pubescent with simple uniseriate trichomes like those of the stems and leaves; peduncle 1.0–1.5 cm long, often tinged with purple; pedicels 0.5–0.6 cm long, ca. 0.4 mm in diameter at the base and 0.5 mm at apex, straight and spreading at anthesis, articulated at the base; pedicel scars closely spaced a maximum of 1 mm apart. Buds conical, white, occasionally purple-tinged towards the base, the corolla strongly exerted from the calyx tube long before anthesis. Flowers 5-merous, all perfect; calyx tube ca. 1.5–2.0 mm long, the lobes 1.0–1.5 mm long, deltate to traingular with acute apices, slightly reflexed at anthesis, sparsely pubescent with simple uniseriate trichomes like those of the stems and leaves; corolla 5–6 mm in diameter, stellate, whitewith a yellow, purple or black central star at the base, lobed 2/3 to nearly to the base, the lobes ca. 3.0–3.5 mm long, 1.5–2.0 mm wide, strongly reflexed at anthesis, later spreading, purple towards tips, densely pubescent abaxially with 1–2-celled simple uniseriate trichomes, these usually shorter than the trichomes of the stems and leaves; filament tube 1.0–1.2 mm long, pubescent with a few scattered 3–5-celled trichomes at the base adaxially; free portion of the filaments ca. 1.1–1.4 mm long, pubescent like the tube; anthers (1.7-)3.0–3.4 mm long, 0.8–0.9 mm wide, ellipsoid, yellow, poricidal at the tips, the pores lengthening to slits with age; ovary globose, glabrous; style 3.5–4 mm long, exerted only to 0.5–1.0 mm beyond the anther cone, densely pubescent in lower ¼ with 2–3-celled simple uniseriate trichomes; stigma globose, minutely papillate, pale yellow in live plants. Fruit a globose berry, 6–7 mm in diameter, green at maturity or green and turning purplish black when ripe, the surface shiny; fruiting peduncle same as in flower; fruiting pedicels 1.0–1.2 cm long, ca. 0.6 mm in diameter at the base, 0.9 mm at apex, spreading; fruiting calyx lobes 1.8–3.5 mm long, spreading, the tips reflexed. Seeds 35–45 per berry, c. 1.2 mm long, c. 1.1 mm wide, concave-reniform, narrower at one end, brownish orange, the sub-lateral hilum positioned towards the narrower end of the seed, the testal cells pentagonal in outline; stone cells few per fruit.		http://solanaceaesource.org/content/solanum-longifilamentum		eng	http://creativecommons.org/licenses/by/3.0/	0e1f080d-6cd1-48cb-8956-9a34224b6ba1#general
wfo-0001029125	use	Mortiño (Spanish; Särkinen et al. 4577); Wampishkúr (Shuar Jívaro; Lewis 14172).Stems and leaves crushed and applied with achiote (Bixa orellana L., Bixaceae) warm to treat skin irritations (papera) (Lewis 14172).		http://solanaceaesource.org/content/solanum-longifilamentum		eng	http://creativecommons.org/licenses/by/3.0/	0e1f080d-6cd1-48cb-8956-9a34224b6ba1#use
wfo-0001029150	conservation	According to the IUCN Red List Categories (IUCN 2010), S. loxophyllum is classified as B1a+biii (Endangered). Although this species is quite common in the habitats where it occurs – deep shade of low to mid-elevation rainforests in western Ecuador – less than 1,500 km2 of these habitats remain, and they continue to be converted to agricultural lands (Dodson and Gentry 1991; C. Aulestia, Bilsa Biological Station, pers. comm.).		http://solanaceaesource.org/content/solanum-loxophyllum		eng	http://creativecommons.org/licenses/by/3.0/	5483a657-43cf-41eb-9998-a68aea263bb4#conservation
wfo-0001029150	distribution	Ecuador: Chinba chuba tape (Cayapa; Kvist 40522, AAU, QCA), chiro nairamo tape (Cayapa; Kvist 40437, AAU, BM), quinfo aran sili (Colorado; Kvist 40691, AAU, BM).Uses—Ecuador: the leaves are used for pain relief and for healing of open wounds at joints. Leaves are applied to the affected joint (Kvist 40437). The flowers are crushed and rubbed on the body as a perfume (Kvist 40522). Used for a bath (baño de caliente) when feeling cold (Kvist 40691).		http://solanaceaesource.org/content/solanum-loxophyllum		eng	http://creativecommons.org/licenses/by/3.0/	5483a657-43cf-41eb-9998-a68aea263bb4#distribution
wfo-0001029150	general	Vine, woody, climbing understory vegetation and canopy trees to 15 m or more. Stems slender, strong and wiry, the older stems 8-shaped in cross section, reaching ca. 3 x 6 mm in cross section or larger, glabrous to sparsely pubescent, the trichomes slender, 0.8–1.5 mm long. Sympodial units plurifoliate.Leaves simple, the blades 2.5–8 x 0.8–3.5 cm, 2–3 times as long as wide, ovate to elliptical, somewhat fleshy, moderately sand-punctate, pubescent on the midvein adaxially with small trichomes 0.3-0.5 mm long, more rarely glabrous or pubescent across the leaf surface, glabrous to pubescent on the veins or the entire leaf surface abaxially; venation pinnate, with 3–4 pairs of secondary veins, these translucent in living material, inconspicuous and flush with the leaf surface on dried specimens, moderately sand-punctate; base rounded to truncate, oblique, the sides of the lamina 1–2 mm distant on the petiole; margins entire; apex acute; petioles 1–5 mm, moderately sand-punctate, pubescent adaxially. Internodes 1.5–2.2 cm. Inflorescences 1–11 cm long, simple or very rarely once branched, extra-axillary to nearly leaf opposed, with 3–50 flowers (scars), the axes glabrous, very slender and delicate; peduncle 0.3–0.5 cm, slender; rachis 2–10 cm; pedicels 3–10 mm in flower, slender, slightly enlarged in fruit, 9–12 mm, somewhat thickened apically, glabrous, spaced 1–6 mm apart. Flowers 5-merous, all perfect. Calyx 2.5–5 mm long, glabrous except for the margins which are sparsely ciliate apically, the tube 1–1.5 mm long, the lobes ca. 1.5 x 1.5 mm, rounded-deltoid, shortly apiculate at the tips, pale pinkish-white; fruiting calyx only slightly accrescent, the lobes 1.5–2 x ca. 1.5 mm. Corolla 0.8–1 cm in diameter, 3-5 mm long, stellate, membranaceous, white, the tube ca. 1 mm, the lobes 7–8 x 2–2.5 mm, lanceolate, attenuate at tips, glabrous adaxially and abaxially, the margins minutely ciliate apically. Stamens with filaments 0.8-1 mm, glabrous; anthers 2.5–3 x 1.2–1.5 mm. Ovary glabrous; style ca. 5 x 0.3 mm, cylindrical, glabrous; stigma capitate. Fruit a berry, 1–1.5 x 0.5–1.1 cm, ellipsoidal to conical, the apex somewhat pointed, glabrous. Seeds ca. 2 x 1.5 mm, ca. 0.5 mm thick, flattened, teardrop-shaped, light tan in color, the surface minutely rugose.		http://solanaceaesource.org/content/solanum-loxophyllum		eng	http://creativecommons.org/licenses/by/3.0/	5483a657-43cf-41eb-9998-a68aea263bb4#general
wfo-0001029150	use	Solanum loxophyllum is apparently endemic to the Pacific lowlands and low mountains of western Ecuador; 100–600(–850) m in elevation.		http://solanaceaesource.org/content/solanum-loxophyllum		eng	http://creativecommons.org/licenses/by/3.0/	5483a657-43cf-41eb-9998-a68aea263bb4#use
wfo-0001029152	distribution	In secondary growth of dry forest areas in western Venezuela and eastern Colombia, on the Amazonian slopes of the Andes and in the Táchira depression, from 500-1200 m.		http://solanaceaesource.org/content/solanum-lucens		eng	http://creativecommons.org/licenses/by/3.0/	4876f378-c5e0-490c-8760-73c7e3c0ddbb#distribution
